h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
8961892c957ffff,6,9,0.524,06:00–08:00,"Outer Ring Road, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c95bffff,10,10,0.692,10:00–12:00,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c96bffff,11,11,0.827,11:00–13:00,"8th Cross Road, Sapthagiri Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c96fffff,10,10,0.426,10:00–12:00,"Bhadrappa Flyover, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c973ffff,8,8,0.769,08:00–10:00,"Bhoopasandra Main Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c97bffff,1,2,1.0,01:00–03:00,"Outer Ring Road, Brigade Senate 2, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c983ffff,8,9,0.855,08:00–10:00,"Bellary Road, UAS Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c98bffff,10,11,0.424,10:00–12:00,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c993ffff,7,8,0.625,07:00–09:00,"13th Main Road, Papanna Block, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c997ffff,8,8,0.394,08:00–10:00,"11th Cross Road, Laxmaiah Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c99bffff,11,12,1.0,11:00–13:00,"3rd Main Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9a3ffff,10,11,0.634,10:00–12:00,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c9a7ffff,10,11,1.0,10:00–12:00,"1st Main Road, Kaka Muniswamappa Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c9afffff,10,11,0.804,10:00–12:00,"Dr Rajgopal Road, Hoysala Apartment, Naidu Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c9b3ffff,9,10,0.979,09:00–11:00,"60 Feet Road, D Type Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9b7ffff,11,12,0.536,11:00–13:00,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c9bbffff,9,10,1.0,09:00–11:00,"60 Feet Road, KEB Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
8961892c9c3ffff,8,9,0.588,08:00–10:00,"1st Cross Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9c7ffff,9,9,0.363,09:00–11:00,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9cbffff,8,11,0.556,08:00–10:00,"1st Main Road, Shiv Shankar Block, Byanna Layout, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9cfffff,9,7,0.311,09:00–11:00,"Hebbal Flyover, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892c9d7ffff,9,9,0.374,09:00–11:00,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892ca0fffff,11,11,0.7,11:00–13:00,"KV Jairam Road, Metropolitan Cooperative Housing Society, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
8961892ca2bffff,9,10,1.0,09:00–11:00,"1st Main Road, Sobha Windfall, Amrutahalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892ca37ffff,11,12,1.0,11:00–13:00,"Amruthahalli Main Road, Hoodi Layout, Jakkuru, Bengaluru, Karnataka. Pin-560092 (India)"
8961892ca77ffff,12,13,0.457,12:00–14:00,"KV Jairam Road, Kempegowda Circle, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
8961892cacbffff,1,2,1.0,01:00–03:00,"Railway Parallel Road, Dr Shivaramakaranth Nagar, Srirampura, Bengaluru, Karnataka. Pin-560077 (India)"
8961892cb03ffff,11,11,0.539,11:00–13:00,"15th Cross Road, Block D, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb07ffff,10,8,0.583,10:00–12:00,"1st Main Road, Arvind Orchards, Defence Colony, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb0bffff,12,13,0.718,12:00–14:00,"15th Cross Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb0fffff,12,13,0.549,12:00–14:00,"14th Main Road, Oscar Orchards, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb13ffff,12,13,0.684,12:00–14:00,"13th Main Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb17ffff,11,11,0.687,11:00–13:00,"15th Cross Road, Sterling Park, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb1bffff,13,13,0.705,13:00–15:00,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb27ffff,9,9,0.312,09:00–11:00,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb2bffff,11,11,0.7,11:00–13:00,"Shile Havamana Road, Block C, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb2fffff,10,10,0.735,10:00–12:00,"Shile Havamana Road, Mahalakshmi, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb33ffff,8,9,0.933,08:00–10:00,"Kodigehalli Main Road, Maruthi Nagar, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb37ffff,5,6,1.0,05:00–07:00,"Ganga Bhavani Temple Road, Kote Sri Narayana Swamy Temple Circle, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb43ffff,10,11,0.755,10:00–12:00,"RK Road Number 7, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb4bffff,10,11,0.596,10:00–12:00,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
8961892cb4fffff,10,10,0.517,10:00–12:00,"Sahakar Nagar Road, Olivia, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb53ffff,7,8,0.641,07:00–09:00,"Amruthahalli Main Road, Park View Layout, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb57ffff,11,11,0.422,11:00–13:00,"20th Main Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb5bffff,10,11,1.0,10:00–12:00,"Bellary Road, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)"
8961892cb63ffff,11,11,0.935,11:00–13:00,"Railway Samantara Road, NTI Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)"
8961892cb67ffff,11,12,0.421,11:00–13:00,"4th Main Road, Sri Ammembal Subbarao Pai Nagara, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)"
8961892cb6bffff,8,9,0.7,08:00–10:00,"4th Main Road, SSVR Fairy Bells, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)"
8961892cb6fffff,11,11,0.875,11:00–13:00,"Sri Patelamma Temple Road, Rajiv Gandhi Nagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)"
8961892cb73ffff,8,9,1.0,08:00–10:00,"20th Cross Road, Block A, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb77ffff,11,12,0.783,11:00–13:00,"15th Main Road, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb7bffff,10,11,0.51,10:00–12:00,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb83ffff,10,11,0.584,10:00–12:00,"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892cb8bffff,10,11,0.486,10:00–12:00,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb8fffff,7,8,0.909,07:00–09:00,"2nd Main Road, Jyothika Patak, Shanthivana, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cb93ffff,10,11,0.334,10:00–12:00,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892cb97ffff,8,8,0.426,08:00–10:00,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892cb9bffff,11,11,0.726,11:00–13:00,"Dasarahalli Main Road, RMZ Azure, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
8961892cbafffff,9,10,1.0,09:00–11:00,"3rd Cross Road, NTI Layout Phase 2, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cbb3ffff,5,6,1.0,05:00–07:00,"Bellary Road, CBI Quarters, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cbc7ffff,9,10,0.543,09:00–11:00,"14th Main Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cbcfffff,12,13,0.575,12:00–14:00,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cbd3ffff,4,5,1.0,04:00–06:00,"Police Station Main Road, Vinayaka Block, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cbd7ffff,9,9,0.508,09:00–11:00,"Bellary Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
8961892cc03ffff,5,6,0.615,05:00–07:00,"Nagawara Main Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc0bffff,9,10,0.645,09:00–11:00,"Nagawara Main Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc0fffff,2,3,1.0,02:00–04:00,"Muzammil Masjid Main Road, Rashad Nagar, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc13ffff,10,11,1.0,10:00–12:00,"Mattekere Street, Arabic College Area, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc17ffff,12,13,0.947,12:00–14:00,"22nd Cross Road, St Marys Layout, Sarvodaya Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc1bffff,6,7,0.534,06:00–08:00,"5th Cross Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc2bffff,3,4,1.0,03:00–05:00,"Veeranapalaya Main Road, Abodh Valmark, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc37ffff,12,13,1.0,12:00–14:00,"1st Main Road, Silver Oak Apartment, CL Ramaiyah Layout, Kadugondanahalli, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cc43ffff,11,11,0.547,11:00–13:00,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc47ffff,10,11,0.56,10:00–12:00,"Nagawara Main Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc4bffff,8,9,0.4,08:00–10:00,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc4fffff,9,9,0.353,09:00–11:00,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc53ffff,3,3,1.0,03:00–05:00,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc57ffff,10,11,0.537,10:00–12:00,"5th Cross Road, Rajath Greens, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc67ffff,6,7,1.0,06:00–08:00,"Veeranapalaya Main Road, Bhuvanagiri Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc6bffff,5,6,0.59,05:00–07:00,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc6fffff,11,12,0.413,11:00–13:00,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc7bffff,8,9,0.625,08:00–10:00,"MBT Road, Chanukya Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892cc8bffff,9,10,0.625,09:00–11:00,"80 Feet Road, Benaka Layout, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc8fffff,1,2,1.0,01:00–03:00,"80 Feet Road, Al Hilal Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cc9bffff,11,11,0.619,11:00–13:00,"80 Feet Road, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cca7ffff,6,6,0.645,06:00–08:00,"Dr Ambedkar Medical College Road, Sowkar Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ccafffff,3,4,1.0,03:00–05:00,"Railway Line Shampura Main Road, CL Ramaiyah Layout, Kadugondanahalli, Bengaluru, Karnataka. Pin-560032 (India)"
8961892ccb3ffff,9,10,0.825,09:00–11:00,"2nd Main Road, Vinoba Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ccb7ffff,5,6,0.889,05:00–07:00,"Dr Ambedkar Medical College Road, Sowkar Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ccbbffff,8,9,0.909,08:00–10:00,"Vinoba Nagar Main Road, Litkar Colony, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ccc3ffff,12,13,0.545,12:00–14:00,"4th A Main Road, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cccbffff,7,8,0.556,07:00–09:00,"MBT Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cccfffff,12,13,0.558,12:00–14:00,"8th Main Road, CMR Garden, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892ccd3ffff,10,11,0.472,10:00–12:00,"Hennur Main Road, Hennuru Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892ccd7ffff,8,9,0.588,08:00–10:00,"4th Main Road, Shiva Rammaiyah Layout, Block 3 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892ccdbffff,3,4,1.0,03:00–05:00,"MBT Road, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
8961892cd03ffff,6,6,0.463,06:00–08:00,"Adi Kabir Ashram Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd07ffff,2,3,1.0,02:00–04:00,"6th Main Road, Ex Servicemen Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd13ffff,8,8,0.476,08:00–10:00,"Dinnur Main Road, Dr Rajkumar Circle, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd1bffff,0,1,1.0,00:00–02:00,"Sultanpalya Main Road, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd23ffff,7,8,0.479,07:00–09:00,"RT Nagar Main Road, Judicial Officers HBCS, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd2bffff,10,11,0.412,10:00–12:00,"6th Cross Road, HMT Layout, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd2fffff,6,6,0.404,06:00–08:00,"5th Main Road, Venkatappa Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd33ffff,8,8,0.345,08:00–10:00,"RT Nagar Main Road, Nrupathunga Extension, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd3bffff,10,11,0.358,10:00–12:00,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd4bffff,6,7,1.0,06:00–08:00,"9th Main Road, R Krishnaappa Layout, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd53ffff,8,9,1.0,08:00–10:00,"KHB Main Road, Siroya Sunshine, Ayyappa Block, Manorayanapalya, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd67ffff,11,11,1.0,11:00–13:00,"5th Main Road, Chowdaiah Block, Chamundi Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cd6fffff,9,10,1.0,09:00–11:00,"1st Main Road, MSH Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
8961892cd77ffff,11,11,0.846,11:00–13:00,"7th Main Road, Akamma Block, Dinnur, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cda7ffff,11,12,0.741,11:00–13:00,"Lancer Road, Rahmat Nagar, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cdabffff,3,3,1.0,03:00–05:00,"3rd Main Road, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cdafffff,4,4,0.346,04:00–06:00,"RT Nagar Main Road, Amale Layout, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cdb7ffff,11,11,0.789,11:00–13:00,"JC Nagar Main Road, Hankappa Block, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
8961892cdc3ffff,6,7,1.0,06:00–08:00,"Dr BR Ambedkar College Road, MM Layout, Kaval Baira Sandra, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cdc7ffff,9,10,1.0,09:00–11:00,"KHB Main Road, Southern Residency Apartment, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)"
8961892cddbffff,6,7,1.0,06:00–08:00,"Dr BR Ambedkar College Road, SH Layout, Kaval Baira Sandra, Bengaluru, Karnataka. Pin-560032 (India)"
8961892ce07ffff,8,9,0.625,08:00–10:00,"3rd A Cross Road, Manayata Residency, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ce0bffff,11,11,0.6,11:00–13:00,"Rachenahalli Main Road, R & S Riviera Apartment, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892ce3bffff,8,9,0.8,08:00–10:00,"Manyata Residency Road, Manayata Residency, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
8961892ce4fffff,5,6,1.0,05:00–07:00,"Thanisandra Railway Station Road, Srirampura, Arkavathy Layout, Thanisandra, Bengaluru North City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560064, India"
8961892ce57ffff,10,11,1.0,10:00–12:00,"7th Cross Road, Ajanadhari Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892ce5bffff,6,7,0.875,06:00–08:00,"Thanisandra Main Road, King Space Meadows, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)"
8961892ce87ffff,13,14,0.359,13:00–15:00,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892ce8bffff,15,15,0.53,15:00–17:00,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892ce8fffff,1,2,1.0,01:00–03:00,"Thanisandra Main Road, Kempanna Layout, Ashwath Nagar, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892cec7ffff,10,11,0.508,10:00–12:00,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892cecbffff,10,11,0.8,10:00–12:00,"Thanisandra Main Road, Ambedkar Colony, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892cecfffff,12,13,0.439,12:00–14:00,"Thanisandra Main Road, Thanisandra Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)"
8961892d80fffff,10,11,1.0,10:00–12:00,"4th Main Road, Brigade Northridge, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)"
8961892d873ffff,2,3,1.0,02:00–04:00,"Kogilu Main Road, Brigade Northridge, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)"
8961892d887ffff,10,11,0.889,10:00–12:00,"Thanisandra Main Road, Orchid Salisbury, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)"
8961892d88fffff,9,10,1.0,09:00–11:00,"Thanisandra Main Road, Prestine Meadows, Thirumenahalli North Taluka, Bengaluru, Karnataka. Pin-560064 (India)"
8961892da23ffff,13,13,0.368,13:00–15:00,"Bellahali Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892da2bffff,9,10,0.399,09:00–11:00,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892da2fffff,13,4,0.545,13:00–15:00,"Bagaluru Main Road, Durgamba Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892da33ffff,6,7,0.766,06:00–08:00,"SH 104, Krantiveera Sangolli Rayanna Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892da3bffff,1,2,0.714,01:00–03:00,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892daa3ffff,3,4,1.0,03:00–05:00,"SH 104, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db27ffff,9,10,0.952,09:00–11:00,"Maruti Nagar Road, Venkatachala Layout, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)"
8961892db2fffff,3,4,0.529,03:00–05:00,"Bellary Road, North Gate Office Park Phase 2, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
8961892db43ffff,4,4,0.397,04:00–06:00,"Bagaluru Main Road, KVSR Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db4fffff,12,12,0.615,12:00–14:00,"Bagaluru Main Road, Sattva Exotic, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db5bffff,13,14,0.652,13:00–15:00,"Bagaluru Main Road, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db63ffff,3,3,0.429,03:00–05:00,"Bagaluru Main Road, Nitesh Central Park, Vinayak Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db67ffff,3,3,0.561,03:00–05:00,"Bellary Road, Sattva Horizon, Vinayak Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db6fffff,8,8,0.34,08:00–10:00,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892db7bffff,12,12,0.6,12:00–14:00,"Bagaluru Main Road, Krishna Shelton, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)"
8961892dba3ffff,10,11,1.0,10:00–12:00,"Kogilu Main Road, Gowdara Ramaiah Layout, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)"
8961892dbb3ffff,9,10,1.0,09:00–11:00,"Kogilu Main Road, Kogilu Junction, Srinivasapur, Bengaluru, Karnataka. Pin-560064 (India)"
8961892dc87ffff,7,8,1.0,07:00–09:00,"Hennur Main Road, True North by Livingwalls, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)"
8961892dd13ffff,10,10,0.554,10:00–12:00,"Thanisandra Main Road, Subdivision Quarters, Sri Balaji Krupa Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)"
8961892dd1bffff,10,11,0.889,10:00–12:00,"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)"
8961892dd37ffff,7,8,0.714,07:00–09:00,"80 Feet Road, Dr Shivaramakaranth Nagar, Srirampura, Bengaluru, Karnataka. Pin-560077 (India)"
